Approved symbol	Previous symbols	Pubmed IDs	Synonyms
C6orf106		25736925, 29802199, 30252044	FLJ22195, dJ391O22.4
C6orf118			MGC23884, bA85G2.1
C6orf120		8619474, 9110174, 22340178	bA160E12.4
C6orf132			bA7K24.2
C6orf136			Em:AB023049.8
C6orf141			MGC46457
C6orf163			
C6orf201			dJ1013A10.5
C6orf203		11042152, 11707072	HSPC230, PRED31
C6orf222			DKFZp779B1540
C6orf223		12477932	MGC45491
C6orf226			LOC441150
C7			
C7orf25		28575517	MGC2821
C7orf26			MGC2718
C7orf31		25074808	
C7orf33			
C7orf50			MGC11257, YCR016W
C7orf57			
C7orf61		12690205	IMAGE:4839025
C7orf65			FLJ44108
C7orf66			
C7orf69			FLJ21075
C7orf71			
C7orf77			
C8A			
C8B			
C8G			
C8orf17		17143515	MOST-1
C8orf31			FLJ37131
C8orf33			FLJ20989
C8orf34			vest-1, VEST1
C8orf34-AS1		12477932	
C8orf37		22177090, 26854863	FLJ30600, CORD16, RP64, BBS21
C8orf37-AS1			tospeak
C8orf44		12477932	FLJ11267
C8orf44-SGK3			
C8orf48		12477932	FLJ25402
C8orf49			FLJ30972, G4DM
C8orf58			FLJ34715
C8orf59		12477932	
C8orf59P1			
C8orf59P2			
C8orf74			
C8orf76			FLJ14825
C8orf82		12477932	MGC70857
C8orf86			FLJ43582
C8orf87			
C8orf88			
C8orf89			
C9			
C9orf16		10369878	EST00098, FLJ12823, MGC4639
C9orf24		12029067, 15242845, 18163442	bA573M23.4, NYD-SP22, MGC32921, MGC33614, CBE1, SMRP1
C9orf40			FLJ10110
C9orf43		12477932	MGC17358
C9orf47	C9orf108		FLJ37523, bA791O21.3
C9orf50			FLJ35803
C9orf57		12477932	
C9orf62		12477932	MGC35463
C9orf64		24911101, 21499256	MGC10999
C9orf66			FLJ31158
C9orf72		21944778, 24549040, 30356970	MGC23980, DENNL72
C9orf78		12097419, 25245948	HSPC220, HCA59, CSU2
C9orf85		12477932	MGC61599
C9orf92			Em:AL513424.1
C9orf106			bA65J3.5
C9orf116		27305836, 28749992	MGC29761, RbEST47, PIERCE1
C9orf118			bA342C23.1
C9orf129			bA165J3.3
C9orf131			MGC41945
C9orf135		28345668	
C9orf135-DT	C9orf135-AS1		
C9orf139			FLJ36268, FLJ42909
C9orf147			bA32M23.3
C9orf152			bA470J20.2
C9orf153			bA507D14.1
C9orf163			FLJ36779
C9orf170			FLJ45537
C10orf25			FLJ30567
C10orf53		12477932	Em:AC069546.1
C10orf55		28301587	bA417O11.3
C10orf62			bA548K23.1
C10orf67	LINC01552, C10orf115	27812135	MGC46732, bA215C7.4
C10orf71		28717008	FLJ45913
C10orf71-AS1			
C10orf82		12477932	MGC33547, Em:AC016825.4
C10orf88		22785457	FLJ13490, Em:AC073585.5
C10orf90		20843368, 20154723, 24240685	FLJ32938, bA422P15.2, FATS
C10orf91		12477932	bA432J24.4
C10orf95			FLJ14280
C10orf99		12975309, 25351403, 25585381	UNQ1833, RLLV1833, FLJ21763, CSBF, AP-57
C10orf105			FLJ00245
C10orf111		12477932	MGC35468, bA455B2.4
C10orf113			bA165O3.1
C10orf120			bA318C4.1
C10orf126		12477932	MGC45541, bA492M23.1
C10orf142			
C10orf143	LINC00959		
C11orf1		10873569	FLJ23499
C11orf16		11528127	
C11orf21		11054561	
C11orf24		11401438, 24312644	DM4E3
C11orf40			NOV1
C11orf42		12477932	MGC34805
C11orf44			FLJ39058
C11orf45			MGC35558, FLJ43646
C11orf49			FLJ22210, MGC4707
C11orf52			MGC14839, FLJ25219
C11orf53		25048349	MGC50104
C11orf54		16522806	PTD012
C11orf58		9263035	SMAP
C11orf65		12477932	MGC33948
C11orf68		16511166, 25062915	P5326, BLES03
C11orf71		12477932	FLJ20010
C11orf72		23964515	FLJ90834
C11orf74		30476139, 15971274, 26703212, 18433331	FLJ38678, HEPIS, NWC
C11orf80		18160775, 26917764	FLJ22531, TOPOVIBL
C11orf86			FLJ22675
C11orf87		12477932	LOH11CR1A, LOC399947, NEURIM1
C11orf88		12477932	FLJ46266
C11orf91			
C11orf94			
C11orf95		20607705	MGC3032
C11orf96			AG2
C11orf97	LINC01171	28666954	
C11orf98	C11orf48	28589727	
C11orf98P1			
C12orf4		25122211, 27311568, 25558065	
C12orf10		16996721	MYG, MYG1, Gamm1
C12orf29		14702039	DKFZp434N2030
C12orf40		12477932	FLJ40126
C12orf42		20659153	FLJ25323
C12orf43		8619474, 9110174, 25157132	FLJ12448, Custos
C12orf45		25404746, 27715451	MGC40397
C12orf49		12477932	FLJ21415
C12orf50		12477932	FLJ35821
C12orf54		12477932	MGC35033
C12orf56			
C12orf57		9445485, 23453665, 24798461, 23453666	GRCC10, C10
C12orf60		12477932	MGC47869
C12orf65		20598281, 22688947, 23188110, 26380172	FLJ38663, SPG55
C12orf66		28199306	FLJ32549
C12orf71			LOC728858
C12orf73			FLJ13975, DKFZp547P055
C12orf74		12477932	
C12orf75		11890990, 19531736, 22935015	OCC-1, OCC1, AGD3
C12orf76			FLJ40142
C12orf77		12477932	
C12orf80			
C12orf81			hCG1648055
C13orf42	LINC00371		
C13orf46			
C14orf28		20874815, 28455792	DRIP-1
C14orf39		27796301	SIX6OS1
C14orf93		28230092	FLJ12154, RTFC
C14orf119			FLJ20671
C14orf132	C14orf88		
C14orf144			
C14orf177		26365416	FLJ25773
C14orf178		12477932	FLJ25976
C14orf180	C14orf77	23029450	NRAC
C15orf32			FLJ32831
C15orf39			DKFZP434H132, FLJ46337
C15orf40			MGC29937
C15orf41		23716552	HH114, MGC11326, FLJ22851
C15orf48		12209954	NMES1, MIR147BHG
C15orf53			FLJ35695
C15orf54			FLJ39531
C15orf56			FLJ38596
C15orf61			LOC145853
C15orf62			LOC643338
C15orf65			FLJ27352
C16orf45			FLJ32618
C16orf46			FLJ32702
C16orf47			FLJ26184
C16orf54		12975309	FLJ35681
C16orf58			FLJ13868
C16orf70	C16orf6, LIN10	12477932	lin-10, FLJ12076
C16orf71		12477932	FLJ43261, DKFZp686H2240
C16orf72		8889548	FLJ41272, PRO0149
C16orf74		29371937	MGC17624
C16orf78		12477932	MGC33367
C16orf82		12477932	TNT
C16orf86			FLJ41802
C16orf87			
C16orf89		12975309, 20578903	MGC45438
C16orf90			LOC646174
C16orf91			gs103, CCSMST1, URLC5
C16orf92			FLJ25404
C16orf95		30658068	
C16orf96			
C16orf97			
C17orf47			FLJ40121
C17orf49		25456412, 27226492	MGC49942, BAP18, HEPIS
C17orf50			
C17orf51			FLJ12977, FLJ31874, FLJ33618
C17orf53			MGC3130
C17orf58		12477932	
C17orf64		27591891	
C17orf67		12477932	
C17orf75		23394947, 29426865	NJMU-R1, SRI2
C17orf77			FLJ31882
C17orf78		14702039	FLJ39647
C17orf80		12477932	HLC-8, MIG3, FLJ20721, SPEP1
C17orf82			
C17orf97		25369936	LOC400566, LIAT1
C17orf98		16625196	LOC388381
C17orf99		28978694	GLPG464, UNQ464
C17orf100			LOC388327
C17orf102			FLJ44815
C17orf107			
C17orf112			
C17orf113			
C18orf12			HEIL1, HsT2508
C18orf15		14702039	FLJ31338, HsT3231
C18orf21		12477932	PNAS-131, PNAS-124, HsT3108
C18orf25		15722956, 24216761	MGC12909, ARKL1, RNF111L1, Ark2N
C18orf32			FLJ23458
C18orf54			MGC33382, LAS2
C18orf63			DKFZP781G0119
C18orf65			
C19orf12	SPG43	21981780, 23857908, 26136767	MGC10922, DKFZP762D096, NBIA4, MPAN
C19orf18		12477932	MGC41906
C19orf24		16847563	FLJ20640
C19orf25		15824131	FLJ36666
C19orf33		11080599	IMUP-1, IMUP-2, H2RSP, IMUP
C19orf38			HIDE1
C19orf44		12477932	FLJ21742
C19orf47		12477932	FLJ36888
C19orf48		12452007, 18698046	MGC13170, BC006151
C19orf53		11042152	HSPC023, LYDG10
C19orf54			FLJ41131
C19orf57		8228263	MGC11271
C19orf66		26735137, 27974568	FLJ11286, RyDEN, IRAV
C19orf67			
C19orf71			LOC100128569
C19orf73		12477932	FLJ10490
C19orf81			
C19orf84		12477932	
C19orf85			
C20orf27		11780052	FLJ20550
C20orf78		11780052	dJ1068E13.1
C20orf85			bA196N14.1, LLC1
C20orf96			dJ1103G7.2
C20orf141			dJ860F19.4
C20orf144		11780052	dJ63M2.6, bclt
C20orf173			dJ477O4.4
C20orf181			dJ824A14.1
C20orf187			dJ727I10.1
C20orf194			DKFZp434N061
C20orf197		12975309	FLJ33860
C20orf202			
C20orf203		20376170	FLJ33706
C20orf204	PRR17, NCRNA00176, LINC00176		DKFZp434G015, FLJ27267
C21orf58			
C21orf62	C21orf120		B37, PRED81
C21orf62-AS1	C21orf49		
C21orf91	C21orf38, C21orf14	22039568, 27404227	YG81, EURL, CSSG1
C21orf91-OT1	NCRNA00285	12036297	D21S2089E
C22orf15			FLJ36561, N27C7-3
C22orf23		11237012	FLJ32787, EVG1, LOC84645
C22orf24			HSN44A4A
C22orf31		15461802	HS747E2A, bK747E2.1
C22orf34		12477932	
C22orf39			MGC74441
C22orf42		12477932	
C22orf46		12477932	FLJ23584, CTA-216E10.6
CA1		1916821	Car1
CA2		3107918	Car2, CA-II, CAII
CA3		6221502	Car3, CAIII
CA3-AS1			
CA4	RP17	8325641	CAIV, Car4
CA5A	CA5	8356065, 7490083	CAV, CAVA
CA5AP1	CA5P	7490083	
CA5B		10409679	
CA5BP1	CA5BL, CA5BP	12477932	PRO2325
CA6		9691177	
CA7		1783392	
CA8	CALS	17219437	CARP
CA9		8661007, 9787087	MN, CAIX
CA10		8673298, 9921901	CARPX, CA-RPX, HUCEP-15
CA11		9878252	CARP2, CARPX1
CA12		9636197	HsT18816
CA13		14600151	CAXIII, FLJ37995, MGC59868
CA14		10512682	
CA15P1		16083424	
CA15P2		16083424	
CA15P3		16083424	
CAAP1	C9orf82	21980415	FLJ13657, CAAP
CAB39			CGI-66, MO25
CAB39L			bA103J18.3, FLJ12577, MO2L
CAB39P1			
CABCOCO1	C10orf107	26990073	bA63A2.1, Em:AC022398.2, MGC44593
CABIN1		9655484, 9205841	KIAA0330, PPP3IN
CABLES1		17982127	HsT2563, FLJ35924
CABLES2	C20orf150	12477932	dJ908M14.2, ik3-2
CABP1		9920909, 10625670	
CABP2	DFNB93	10625670, 22981119	
CABP4		10625670, 16960802	CSNB2B
CABP5	CABP3	10625670	CaBP3
CABP7		11785943	MGC57793
CABS1	C4orf35	19208547, 19271754	NYD-SP26, FLJ32897, CLPH
CABYR		11820818, 17317841, 16139264	FSP-2, CBP86, CT88
CABYRP1	CABYRP		
CACD		8733141, 9733038	
CACFD1	C9orf7	19737521	D9S2135, flower
CACHD1	VWCD1	10997877	KIAA1573
CACNA1A	CACNL1A4, SCA6, MHP1, MHP	8825650, 16382099, 23827678	Cav2.1, EA2, APCA, HPCA, FHM
CACNA1B	CACNL1A5	8825650, 16382099	Cav2.2, CACNN
CACNA1C	CCHL1A1, CACNL1A1	1650913, 16382099	Cav1.2, CACH2, CACN2, TS, LQT8
CACNA1C-AS1			
CACNA1C-AS2			
CACNA1C-AS3			
CACNA1C-AS4			
CACNA1C-IT1			
CACNA1C-IT2			
CACNA1C-IT3			
CACNA1D	CCHL1A2, CACNL1A2	1664412	Cav1.3, CACH3, CACN4
CACNA1E	CACNL1A6	8388125, 16382099	Cav2.3, BII, CACH6
CACNA1F	CSNB2, AIED	9344658, 9662400, 16382099, 12111638, 17525176	Cav1.4, JM8, JMC8, CSNBX2, CORDX3, CSNB2A, OA2
CACNA1G		9495342, 16382099	Cav3.1, NBR13
CACNA1G-AS1		26397149, 28404955, 29963160	CAS1
CACNA1H		9670923, 16382099	Cav3.2
CACNA1I		10454147, 16382099	Cav3.3
CACNA1S	HOKPP, MHS5, CACNL1A3	7916735, 16382099	Cav1.1, hypoPP
CACNA2D1	CACNL2A, CACNA2, MHS3, LINC01112	8188232	lncRNA-N3
CACNA2D2			KIAA0558
CACNA2D3		11245980	HSA272268
CACNA2D3-AS1			
CACNA2D4		12181424	
CACNB1	CACNLB1	8381767, 8395940	
CACNB2	MYSB, CACNLB2	9254841, 8494331	
CACNB3	CACNLB3	8119293	
CACNB4		9628818	EJM4
CACNG1	CACNLG	8395940	
CACNG2			stargazin, MGC138502, MGC138504
CACNG3		10221464, 10493829	
CACNG4		10613843	MGC11138, MGC24983
CACNG5		10613843	
CACNG6		11170751	
CACNG7		11170751	
CACNG8		11170751	
CACTIN	C19orf29	8619474, 9110174, 21429463, 20829348	NY-REN-24, fSAPc, cactin
CACTIN-AS1	C19orf29OS, C19orf29-AS1		
CACUL1	C10orf46	19829063	FLJ40409, MGC33215, CAC1
CACYBP		11389839, 12421809	SIP, S100A6BP
CACYBPP1			
CACYBPP2			
CACYBPP3			
CAD		8619816, 2565865	GATD4
CADM1	TSLC1, IGSF4	10610705	NECL2, ST17, BL2, SYNCAM, IGSF4A, Necl-2, SYNCAM1, RA175
CADM2	IGSF4D		NECL3, Necl-3, SynCAM2
CADM2-AS1			
CADM2-AS2			
CADM3	IGSF4B	11536053	BIgR, FLJ10698, TSLL1, NECL1, SynCAM3, Necl-1
CADM3-AS1			CTA-134P22.2
CADM4	IGSF4C	11536053	TSLL2, Necl-4, SynCAM4
CADPS		1516133	CAPS, KIAA1121, CAPS1, UNC-31
CADPS2			CAPS2
CAGE1	CTAG3	12531476	bA69L16.7, CT95
CAHM		24799664	LINC00468
CALB1	CALB		
CALB2		1906795	CAL2
CALCA	CALC1	6546550	
CALCB	CALC2		FLJ30166, CGRP-II
CALCOCO1		10819331, 11230166	KIAA1536, calphoglin, Cocoa
CALCOCO2		7540613, 26506893	MGC17318, NDP52
CALCP		2898385	CALC3
CALCR		1331173	CTR
CALCRL		7818539, 8626685	CGRPR, CRLR
CALD1		1885618	CDM, H-CAD, L-CAD
CALHM1	FAM26C	18585350	
CALHM2	FAM26B	18585350	
CALHM3	FAM26A	18585350	bA225H22.7
CALHM4	C6orf78, FAM26D		FLJ32239
CALHM5	C6orf188, FAM26E		dJ493F7.3, MGC45451
CALHM6	C6orf187, FAM26F	27645024, 27784631	RP1-93H18.5, OTTHUMP00000017061, OTTHUMP00000017062, dJ93H18.5, INAM
CALM1	CALML2	6385987	CAMI, PHKD, DD132
CALM1P1	CALML1	7925473	
CALM1P2		7925473	TCAG_1643085
CALM2			PHKD, CAMII
CALM2P1		2717417	
CALM2P2		1999288	
CALM2P3		1999288	
CALM2P4			
CALM3			PHKD
CALML3		8476923	CLP
CALML3-AS1			
CALML4			MGC4809, NY-BR-20
CALML5		10777582	CLSP
CALML6			CAGLP
CALN1		11286509	CABP8
CALR		2365822	RO, SSA, cC1qR, CRT, FLJ26680
CALR3		12384296	CRT2, FLJ25355, MGC26577, CT93
CALR4P		20210993	
CALU		9598325	
CALY	DRD1IP	10698743, 17623072, 25376768	CALCYON, NSG3
CAMK1		7641687	CaMKI, CaMKI-alpha
CAMK1D		11050006	CKLiK
CAMK1G		12637513	VWS1, CLICKIII, dJ272L16.1
CAMK2A	CAMKA	10231032, 3475713	KIAA0968, CaMKIINalpha
CAMK2B	CAMKB		CAM2, CAMK2
CAMK2D	CAMKD		
CAMK2G	CAMKG	8287681	
CAMK2N1		12477932	CaMKIINalpha
CAMK2N2		11444830, 9724800	CaM-KIIN
CAMK4		2536634	CaMK-GR
CAMKK1		11230166	DKFZp761M0423, CAMKKA, MGC34095
CAMKK2		9662074	CAMKK, KIAA0787, CAMKKB, MGC15254
CAMKMT	C2orf34	20975703	CLNMT
CAMKV		27796283	MGC8407, VACAMKL
CAMLG		8824814, 24392163	CAML, GET2
CAMP		7624374	CAP18, FALL39, FALL-39, LL37
CAMSAP1		12477932	FLJ31228, DKFZp434F195
CAMSAP2	CAMSAP1L1	15897902, 19508979	KIAA1078
CAMSAP3	KIAA1543	11318610, 10819331, 19041755, 19508979	Nezha, PPP1R80
CAMTA1		11925432	KIAA0833
CAMTA1-DT		27669232	lncCAMTA1
CAMTA1-IT1			
CAMTA2		11925432	KIAA0909
CAND1		10048485, 8954946	TIP120A, DKFZp434M1414, KIAA0829, TIP120
CAND2		9734811, 10441524	TIP120B, KIAA0667, Tp120b
CANDN1		12205111, 12774035	FCNC, CANDF3
CANT1		12167635	SHAPY, SCAN-1
CANX		1326756, 8136357	CNX, IP90, P90
CAP1		1406678, 8761950	CAP
CAP1P1			
CAP1P2			
CAP2		7962207, 8761950	
CAP2P1			
CAPG	AFCP	1322908, 12754261	MCP
CAPN1		3017764, 2209092	muCANP, muCL, CANP, CANPL1
CAPN2		2852952, 2539381	mCANP, CANPml, CANPL2
CAPN3	LGMD2, LGMD2A	2555341, 7720071	CANP3, p94, nCL-1
CAPN5	VRNI	9503024, 9367857, 23055945	nCL-3, HTRA3, ADNIV
CAPN6		9503024, 9339374	CAPNX, CalpM, CANPX
CAPN7		8163008, 10051333	PalBH
CAPN8		7690035, 8889549	nCL-2
CAPN9		9524069, 10835488	nCL-4, GC36
CAPN10		11017071, 11018080	
CAPN10-DT	CAPN10-AS1	23382218	locus959
CAPN11		10409436	
CAPN12			
CAPN13		11675017	FLJ23523
CAPN14		11675017	
CAPN15	SOLH	9722942	
CAPNS1	CAPN4	3024120, 3016651	CANP, CANPS, 30K, CDPS
CAPNS1P1			
CAPNS2		11853546	MGC12536, MGC14804
CAPRIN1	M11S1, GPIAP1	7657653, 16177067, 17210633, 14764709, 15471883	caprin-1, RNG105
CAPRIN2	C1QDC1	11347906, 14764709	EEG1, FLJ22569, FLJ11391, caprin-2, RNG140
CAPS		9224948, 2265558	CAPS1, MGC126562
CAPS2		11846421	
CAPSL		12477932	MGC26610
CAPZA1		7665558, 9119363	
CAPZA1P		11499681	
CAPZA2			CAPZ, CAPPA2
CAPZA3		12029070	Gsg3, CAPPA3
CAPZB			
CARD6		12775719	CINCIN1
CARD8		10231032, 11408476	TUCAN, KIAA0955, CARDINAL, NDPP, Dakar
CARD8-AS1		25392693, 26147888, 29881308	LOC100505812, AC008392.1
CARD9		11053425	
CARD10		11259443, 11356195	CARMA3, BIMP1
CARD11		11278692, 11356195	CARMA1, BIMP3
CARD14	PSORS2	11278692, 11356195, 22521418	CARMA2, BIMP2
CARD16		11432859, 11536016	COP1, COP, PSEUDO-ICE
CARD17		15383541	INCA
CARD18		11051551	UNQ5804, ICEBERG, pseudo-ICE
CARD19	C9orf89	15637807	MGC11115, bA370F5.1, BinCARD
CARF	ALS2CR8	11586298, 11832226	FLJ21579, CaRF, NYD-SP24
CARHSP1		9712905	CRHSP-24, CSDC1
CARM1		10381882, 11724789	PRMT4
CARM1P1	CARM1L		
CARMIL1	LRRC16, LRRC16A	19846667	dJ501N12.1, FLJ20048, CARMIL
CARMIL2	RLTPR	15588584, 19846667, 26578515	LRRC16C
CARMIL3	C14orf121, LRRC16B	19846667	BC008134, crml-1
CARMN	MIR143HG	26423156, 27565737	CARMEN
CARNMT1	C9orf41	26001783	FLJ25795
CARNMT1-AS1	C9orf41-AS1		
CARNS1	ATPGD1	20097752	KIAA1394
CARS		8468064	CARS1
CARS-AS1			
CARS2		15779907, 25787132	FLJ12118
CARSP1			
CARSP2			
CARTPT		9590691, 8647455	CART
CASC1		14583591	LAS1, FLJ10921, PPP1R54
CASC2	C10orf5	25446261, 28121023	
CASC3		7490069, 18332872, 27780844	MLN51, BTZ
CASC4		10497265, 26431027	H63, DKFZp459F1927
CASC4P1			
CASC6			
CASC8		24594601, 28759252	LINC00860, CARLo-1
CASC9		25885227, 28854977	LINC00981, ESCCAL-1, linc-JPH1
CASC10	C10orf114	21804547	bA418C1.3
CASC11		24594601, 27729273	TCONS_00014535, LINC00990, CARLo-7, ENST00000518376
CASC15	LINC00340	26016895, 26100672, 28724437	lnc-SOX4-1
CASC16	LINC00918		LOC643714
CASC17			LINC00600
CASC18			LOC101929110
CASC19	LINC01245	24594601	CARLo-6
CASC20			
CASC21	LINC01244	24594601	CARLo-2
CASC22	LINC01373	24879036	TCONS_00024290, LincRNA-ENST00000515084
CASC23			LINC01464
CASD1		11703667, 11528394	FLJ21213, FLJ21879, C7orf12
CASK	TNRC8	9722958	LIN2, CAGH39, FGS4
CASK-AS1			
CASKIN1		12040031	KIAA1306, ANKS5A
CASKIN2		12040031	KIAA1139, FLJ21609, ANKS5B
CASKP1	CASKP		
CASP1	IL1BC	1373520, 9250871	ICE
CASP1P1			
CASP1P2			
CASP1P3			
CASP2	NEDD2	7789948, 8780721, 19075813	ICH1, PPP1R57, MGC2181
CASP3		8780721	CPP32, CPP32B, Yama, apopain
CASP3P1			
CASP4		7797510, 9250871	ICE(rel)II, ICH-2, TX
CASP5		7797592, 9250871	ICE(rel)III
CASP6		8780721, 7796396	MCH2
CASP7		8521391, 8576161	MCH3, CMH-1, ICE-LAP3
CASP8		8681376, 8681377	MCH5, MACH, FLICE, Casp-8
CASP8AP2		10235259, 17245429, 17003126	FLASH, CED-4, RIP25, FLJ11208, KIAA1315
CASP9		8663294, 9390557	MCH6, ICE-LAP6, APAF-3, PPP1R56
CASP10		8755496	MCH4
CASP12	CASP12P1	12054529, 9038361, 16917906, 16532395	
CASP14		10203698, 9792675, 15301553	MICE, MGC119078, MGC119079
CASP16P	CASP16	18281271	
CASP17P			
CASQ1	CASQ	8406504, 2321095	PDIB1
CASQ2		8406504	PDIB2
CASR	HHC, HHC1	7677761	FHH, NSHPT, GPRC2A
CASS4	C20orf32	26119091, 24962474	HEFL, HEPL
CAST		8340353, 14685690, 15820218	
CASTOR1	GATSL3	26972053	
CASTOR2	GATSL1, GATSL2	26972053	
CASTOR3	GATS	12477932	DKFZp686B07267, STAG3OS
CASZ1		16631614, 21252912	FLJ20321, ZNF693, castor, cst, SRG
CAT			
CATIP	C2orf62	24475127	MGC50811
CATIP-AS1			
CATIP-AS2			
CATR1		7604004	
CATSPER1		11675491, 11595941, 16382101	CATSPER
CATSPER2		11675491, 16382101	
CATSPER2P1			
CATSPER3		12646162, 12932298, 17227845, 16382101	CACRC
CATSPER4		12932298, 17227845, 16382101	
CATSPERB	C14orf161	17478420	FLJ14298
CATSPERD	TMEM146	21224844	MGC39581
CATSPERE	C1orf101	28226241	MGC33370
CATSPERG	C19orf15	19516020	DKFZp434A1022, FLJ46353
CATSPERZ	C11orf20, TEX40	28226241	DKFZP566E164
CAV1	CAV	10087206	
CAV2		8552590, 10087206	CAV
CAV3		9536092, 9537420	VIP-21, LGMD1C, VIP21, LQT9
CAVIN1	PTRF	9582279	cavin-1, CGL4
CAVIN2	SDPR	10191091, 8241023	SDR, PS-p68, cavin-2
CAVIN3	PRKCDBP	9054438	SRBC, HSRBC, MGC20400, cavin-3
CAVIN4	MURC	18508909, 18332105	cavin-4
CBARP	C19orf26	24751537	MGC40084, DOS, BARP
CBFA2T2		9790752	MTGR1, ZMYND3
CBFA2T3		9790752, 20150326	MTGR2, ZMYND4, MTG16, RUNX1T3, ETO2
CBFB		8351518, 7587111	PEBP2B
CBL	CBL2	2013228	RNF55, c-Cbl
CBLB		7784085	RNF56, Cbl-b
CBLC		10362357, 10571044	CBL-3, CBL-SL, RNF57
CBLIF	GIF	2071148	TCN3, IF, IFMH, INF
CBLL1		11836526, 11944035	HAKAI, FLJ23109, RNF188
CBLL2	ZNF645	20657603	FLJ25735, HAKAIL, CT138
CBLN1		7877445, 1704129	
CBLN2		7877445	
CBLN3		12975309	
CBLN4	CBLNL1		dJ885A10.1
CBR1	CBR	8432528, 19027726	SDR21C1
CBR3		9740676, 19027726	SDR21C2
CBR3-AS1		22264502, 24337686, 28835319	PlncRNA-1
CBR4		19027726	FLJ14431, SDR45C1
CBS		9790750	HIP4
CBSL			
CBWD1		15233989, 12421752	
CBWD2		12421752, 15233989	
CBWD3		15233989, 12421752	bA561O23.1
CBWD4P			
CBWD5			
CBWD6	CBWD7		OTTHUMG00000066820, OTTHUMG00000067194
CBX1		9169582	HP1Hs-beta, M31, MOD1, CBX, HP1-BETA
CBX1P1			
CBX1P2			
CBX1P3			
CBX1P4			
CBX1P5	CBX9		
CBX2	CDCA6	7782071, 2477932	MGC10561
CBX3		8663349	HP1Hs-gamma
CBX3P1			
CBX3P2			
CBX3P3			
CBX3P4			
CBX3P5			
CBX3P6			
CBX3P7			
CBX3P8			
CBX3P9			
CBX4		9315667	hPC2, PC2, NBP16
CBX5		8663349	HP1Hs-alpha, HP1, HP1-ALPHA
CBX5P1			
CBX6			
CBX7			
CBX8		10825164	RC1, HPC3, PC3
CBY1	C22orf2, PGEA1	12712206, 15194699	PIGEA14, PIGEA-14, Chibby, Cby, Chibby1
CBY3			
CC2D1A		12761501, 16033914	FLJ20241, MRT3
CC2D1B		11347906	KIAA1836
CC2D2A		10718198, 18513680	KIAA1345, MKS6, JBTS9
CC2D2B	C10orf130, C10orf131		bA248J23.4, bA690P14.3
CCA1		7704021	CTRCT7
CCAL1		7887424	CPDD
CCAR1		12816952	FLJ10590, CARP-1, CARP1
CCAR2	KIAA1967	12370419	DBC-1, DBC1, NET35
CCAT1		23416875, 23143645, 21547902, 24594601	CARLo-5, onco-lncRNA-40
CCAT2		23796952, 24504682	NCCP1, LINC00873
CCBE1		11853319, 12975309	FLJ30681, KIAA1983
CCDC3		20043878	DKFZp761F241
CCDC6	TST1, D10S170	8058316, 6745938	PTC, TPC, H4
CCDC7	C10orf68	21109960	FLJ32762, FLJ13031, BIOT2
CCDC8		11230166	DKFZp564K0322, 3M3, PPP1R20
CCDC9		11230166	DKFZP586M1019
CCDC9B	C15orf52		FLJ43339
CCDC11P1			
CCDC12		12477932	MGC23918
CCDC13		12477932	FLJ25467
CCDC13-AS1			
CCDC14		12477932	FLJ12892, DKFZp434L1050
CCDC15			FLJ13215
CCDC17			FLJ33084
CCDC18		12601173	NY-SAR-41
CCDC18-AS1		26421281	ENST00000440778.1
CCDC22	CXorf37	25355947	JM1
CCDC24		12477932	MGC45441
CCDC25		12477932	FLJ10853
CCDC26		16449964, 23399484	MGC27434, RAM
CCDC27			FLJ32825
CCDC28A	C6orf80		CCRL1AP, DKFZp586D0623
CCDC28B		16327777, 23727834	MGC1203, RP4-622L5.5
CCDC30		16710767	FLJ20972, PFD6L, LOC728621
CCDC32	C15orf57	12477932	MGC20481
CCDC33		12477932	FLJ32855, CT61
CCDC34		11173847	NY-REN-41, L15, RAMA3
CCDC34P1			
CCDC36			FLJ25320, CT74
CCDC37-DT	CCDC37-AS1		
CCDC38		25074808	FLJ40089
CCDC39		21131972	DKFZp434A128, CILD14, FAP59
CCDC39-AS1			
CCDC40		21131974	FLJ20753, KIAA1640, FLJ32021, CILD15, FAP172
CCDC42			FLJ32734, CCDC42A
CCDC43		12477932	FLJ31795
CCDC47		17204322, 25009997	GK001
CCDC50	C3orf6, DFNA44	16803894, 17503326	Ymer
CCDC51		12477932	FLJ12436
CCDC54		15257753	NYD-SP17, FLJ25362, SP17
CCDC57		12477932	FLJ00130, FLJ23754
CCDC58			FLJ33273
CCDC58P1			
CCDC58P2			
CCDC58P3			
CCDC58P4			
CCDC58P5			
CCDC59		16630564, 12882447	HSPC128, TAP26, BR22
CCDC60		12477932	MGC39827
CCDC61			
CCDC62		18563714, 19126643	TSP-NY, FLJ40344, CT109, ERAP75
CCDC63			ODA5, FLJ35843
CCDC65		17089017, 21700706	NYD-SP28, FLJ35732, FAP250, CFAP250, CILD27, DRC2
CCDC66		14702039	DKFZp686C0433
CCDC68		11149944, 15142679	SE57-1
CCDC69		12477932	FLJ13705, DKFZP434C171
CCDC70		11230166	DKFZP434K1172, FLJ25853
CCDC71		12477932	FLJ12800
CCDC71L	C7orf74	12477932	FLJ36031
CCDC73			NY-SAR-79
CCDC74A		12477932	FLJ40345
CCDC74B			DKFZp434E2321
CCDC74BP1			
CCDC75P1			
CCDC77		12477932	MGC13183
CCDC78	C16orf25	24075808	FLJ34512
